;a;b;di;elev;ht;rh;rmse;rs;spd
282;-9999;-9999;-9999;0.5;2.4066403999;141.244621633;-9999;-9999;-9999
283;-9999;-9999;-9999;0.5;2.41932881869;141.744602594;-9999;-9999;-9999
284;-9999;-9999;-9999;0.5;2.43204664034;142.244583556;-9999;-9999;-9999
285;-9999;-9999;-9999;0.5;2.44479386471;142.744564517;-9999;-9999;-9999
286;-9999;-9999;-9999;0.5;2.45757049169;143.244545479;-9999;-9999;-9999
287;-9999;-9999;-9999;0.5;2.47037652113;143.74452644;-9999;-9999;-9999
288;-9999;-9999;-9999;0.5;2.48321195289;144.244507402;-9999;-9999;-9999
289;-9999;-9999;-9999;0.5;2.49607678686;144.744488364;-9999;-9999;-9999
290;-9999;-9999;-9999;0.5;2.50897102288;145.244469325;-9999;-9999;-9999
291;-9999;-9999;-9999;0.5;2.52189466084;145.744450287;-9999;-9999;-9999
292;-9999;-9999;-9999;0.5;2.53484770059;146.244431248;-9999;-9999;-9999
293;-9999;-9999;-9999;0.5;2.547830142;146.74441221;-9999;-9999;-9999
294;-9999;-9999;-9999;0.5;2.56084198494;147.244393171;-9999;-9999;-9999
295;-9999;-9999;-9999;0.5;2.57388322927;147.744374133;-9999;-9999;-9999
296;-9999;-9999;-9999;0.5;2.58695387486;148.244355094;-9999;-9999;-9999
297;-9999;-9999;-9999;0.5;2.60005392157;148.744336056;-9999;-9999;-9999
298;-9999;-9999;-9999;0.5;2.61318336926;149.244317017;-9999;-9999;-9999
299;-9999;-9999;-9999;0.5;2.62634221779;149.744297979;-9999;-9999;-9999
300;-9999;-9999;-9999;0.5;2.63953046704;150.24427894;-9999;-9999;-9999
301;-9999;-9999;-9999;0.5;2.65274811687;150.744259902;-9999;-9999;-9999
302;-9999;-9999;-9999;0.5;2.66599516712;151.244240863;-9999;-9999;-9999
303;-9999;-9999;-9999;0.5;2.67927161769;151.744221825;-9999;-9999;-9999
304;-9999;-9999;-9999;0.5;2.69257746841;152.244202787;-9999;-9999;-9999
305;-9999;-9999;-9999;0.5;2.70591271915;152.744183748;-9999;-9999;-9999
306;-9999;-9999;-9999;0.5;2.71927736978;153.24416471;-9999;-9999;-9999
307;-9999;-9999;-9999;0.5;2.73267142016;153.744145671;-9999;-9999;-9999
308;-9999;-9999;-9999;0.5;2.74609487014;154.244126633;-9999;-9999;-9999
309;-9999;-9999;-9999;0.5;2.7595477196;154.744107594;-9999;-9999;-9999
310;-9999;-9999;-9999;0.5;2.77302996838;155.244088556;-9999;-9999;-9999
311;-9999;-9999;-9999;0.5;2.78654161635;155.744069517;-9999;-9999;-9999
312;-9999;-9999;-9999;0.5;2.80008266337;156.244050479;-9999;-9999;-9999
313;-9999;-9999;-9999;0.5;2.81365310929;156.74403144;-9999;-9999;-9999
314;-9999;-9999;-9999;0.5;2.82725295398;157.244012402;-9999;-9999;-9999
315;-9999;-9999;-9999;0.5;2.8408821973;157.743993363;-9999;-9999;-9999
316;-9999;-9999;-9999;0.5;2.85454083911;158.243974325;-9999;-9999;-9999
